1,2,3,4,5,6,7,8,9,10,Europalette,Gitterbox,Karton_groß,Karton_klein
90,60,0,20,40,90,20,10,100,10,2,0,13,1
70,0,10,40,70,100,30,50,40,80,4,1,14,7
90,40,40,70,20,30,40,20,40,40,2,0,18,12
30,20,60,60,30,60,10,50,50,30,2,0,14,20
80,100,90,70,20,40,70,100,50,70,4,0,21,29
20,90,20,40,80,80,50,0,40,50,3,1,18,6
80,20,40,0,30,50,60,30,30,60,3,0,15,11
30,60,0,90,10,50,30,70,20,80,4,1,9,11
70,80,80,20,50,80,70,80,100,30,3,0,16,24
70,40,100,100,100,20,10,90,30,80,4,2,7,28
0,50,60,0,40,30,50,50,60,30,3,0,11,17
100,60,40,20,80,20,100,80,80,20,2,1,13,16
10,60,30,30,40,70,10,30,40,40,2,0,15,10
90,100,90,20,30,0,50,50,70,80,5,0,12,23
80,80,40,90,20,30,30,40,60,50,4,1,8,14
80,90,90,60,70,40,70,60,90,60,4,1,15,24
60,60,70,0,20,100,50,10,20,60,3,0,16,17
20,50,50,80,10,80,70,100,10,30,2,0,16,22
100,20,10,60,80,20,50,30,70,20,2,1,14,5
90,90,40,90,40,40,0,90,80,90,6,1,8,16
30,100,40,50,70,100,10,40,0,20,1,1,11,15
10,80,90,40,20,70,50,50,40,80,4,0,18,26
70,60,80,10,30,90,100,100,10,50,3,0,17,25
60,70,40,10,40,60,90,70,50,80,4,0,20,15
40,30,40,80,60,80,80,50,20,100,5,0,20,13
0,0,40,80,30,0,60,10,60,40,3,0,10,9
30,10,70,60,0,10,70,10,20,60,3,0,13,18
30,50,20,20,0,0,40,10,10,10,1,0,8,8
80,60,100,30,100,40,100,60,30,60,3,1,17,26
10,10,0,10,100,80,50,40,80,100,6,1,12,5
30,30,70,60,70,10,20,70,70,50,4,1,6,24
90,100,30,60,60,50,50,100,30,20,1,0,22,15
20,50,50,50,20,10,60,100,30,30,2,0,13,23
40,50,30,80,20,100,80,100,60,70,5,0,16,17
70,20,60,90,70,20,50,40,0,40,2,2,9,16
30,60,10,60,30,0,60,40,50,60,3,0,16,9
100,40,50,50,80,80,40,50,80,0,1,1,16,15
90,80,100,40,30,80,80,30,90,30,3,0,16,23
90,70,70,100,10,20,80,70,60,80,5,1,10,22
40,10,10,50,100,0,0,90,20,90,5,1,7,10
20,40,0,70,0,80,10,40,100,70,5,0,10,6
80,20,100,10,10,20,40,10,70,60,4,0,10,22
40,50,10,30,90,20,10,100,20,20,1,1,8,11
90,0,60,70,30,60,20,70,80,20,2,0,11,19
100,80,80,40,70,100,20,90,80,50,4,1,13,24
10,10,0,30,30,0,20,40,100,30,3,0,5,5
90,20,100,0,70,70,10,80,80,100,6,1,8,28
20,90,90,90,40,70,30,0,30,70,4,1,13,20
60,40,10,10,50,70,60,0,60,10,2,0,14,2
90,0,90,40,60,30,70,80,60,40,3,0,15,26
40,0,30,50,80,60,90,40,90,20,2,1,13,10
80,30,70,10,100,30,90,30,0,0,0,1,12,17
10,60,90,0,100,90,0,60,90,40,3,1,7,25
30,30,90,20,40,100,20,20,70,0,1,0,10,23
80,30,20,50,0,70,80,100,90,70,5,0,15,13
60,30,90,50,0,0,90,80,80,10,2,0,11,26
90,50,10,100,10,10,60,70,20,30,2,1,11,10
100,100,20,90,70,70,80,50,20,30,2,2,16,9
20,40,60,50,80,80,0,70,100,80,5,1,8,21
20,80,60,50,90,10,40,20,100,100,6,1,11,16
90,70,90,60,30,20,100,80,0,20,1,0,15,26
80,30,30,10,80,0,70,50,10,70,4,1,11,11
0,20,80,50,10,100,0,80,20,20,1,0,11,25
30,10,10,50,80,40,60,100,90,100,6,1,11,14
100,20,90,70,0,10,30,100,100,10,2,0,11,27
60,20,30,30,0,10,10,100,70,40,3,0,6,15
60,50,60,80,70,50,20,60,100,20,2,1,10,18
80,30,30,90,100,10,40,30,50,60,3,2,14,9
80,60,60,60,80,90,30,50,100,100,6,1,14,17
30,30,80,100,50,30,0,80,10,70,4,1,6,27
70,90,90,60,90,50,40,100,20,70,4,1,16,27
20,10,0,30,0,10,50,80,30,60,3,0,13,10
20,100,100,10,40,30,30,10,30,60,3,0,12,23
10,0,20,70,40,70,70,40,0,30,2,0,16,9
90,60,60,90,60,100,60,80,30,10,1,1,20,20
40,30,90,30,30,80,20,70,0,0,0,0,10,25
100,50,20,30,10,30,30,50,30,60,3,0,13,10
60,10,10,40,80,20,10,70,80,50,4,1,6,9
80,80,90,80,10,70,80,90,90,60,4,0,17,27
70,50,20,70,40,30,30,90,80,90,6,0,12,12
100,10,100,70,80,30,20,100,10,80,4,1,12,29
70,10,0,70,80,100,60,30,0,90,5,1,16,3
20,60,0,10,40,70,20,100,40,80,4,0,14,11
40,50,40,50,70,20,90,10,40,50,3,1,16,9
10,70,10,80,30,100,0,50,80,20,2,0,12,8
90,50,100,50,100,40,20,60,90,100,6,1,9,26
80,90,90,80,100,90,70,90,100,0,1,1,19,26
50,10,10,10,0,10,20,70,10,70,4,0,6,9
50,80,80,0,90,20,0,80,70,90,6,1,4,24
50,50,30,50,70,70,40,60,20,100,5,1,16,12
40,70,90,10,30,80,50,60,30,60,3,0,18,24
50,20,60,0,20,30,40,90,100,80,5,0,9,22
100,10,90,40,50,80,60,10,90,70,5,0,17,19
20,30,50,10,40,100,90,40,10,50,3,0,16,16
70,100,0,80,0,20,10,60,70,40,3,0,9,6
60,90,80,20,50,90,80,100,90,90,6,0,16,25
0,40,0,0,100,60,40,60,60,70,5,1,9,6
0,80,50,70,60,30,100,20,70,10,2,0,17,12
100,20,20,30,20,70,10,90,20,60,3,0,13,14
90,80,40,50,50,60,10,20,60,20,2,0,13,10
0,30,60,10,0,50,60,0,40,40,2,0,14,12
90,0,0,80,40,50,90,40,50,100,5,0,22,4
80,20,20,90,50,40,100,20,50,20,1,1,18,6
50,30,10,50,100,20,0,40,80,0,1,1,6,6
70,70,20,100,30,70,50,70,100,100,6,1,14,11
90,50,30,70,20,10,80,100,70,50,4,0,13,17
50,20,60,0,0,0,50,30,30,60,3,0,11,15
40,10,80,60,50,70,80,80,20,80,4,0,18,24
40,30,40,50,100,10,70,70,90,40,3,1,12,15
60,10,20,0,100,90,80,40,60,100,6,1,12,8
100,0,60,70,10,80,60,0,20,30,2,0,18,13
40,90,30,10,30,40,50,70,80,80,5,0,13,13
40,100,90,30,0,80,100,30,10,50,3,0,16,21
30,10,40,100,90,90,20,50,100,70,5,2,7,16
10,90,70,100,80,40,80,20,10,20,1,2,10,17
60,10,90,40,20,60,30,80,80,40,3,0,9,28
40,30,60,30,30,80,10,30,20,70,4,0,12,15
80,90,40,80,60,90,0,60,40,70,4,0,20,14
50,0,80,40,10,0,10,20,10,30,2,0,5,19
40,10,50,90,90,80,80,100,60,10,2,2,11,19
20,0,0,30,60,80,40,100,100,70,5,0,14,11
0,80,70,60,10,30,30,100,0,0,0,0,9,24
40,10,80,70,50,80,10,50,90,50,4,0,13,21
60,40,0,50,100,100,10,90,60,10,2,1,11,8
30,40,90,70,20,10,40,50,10,70,4,0,12,28
70,0,70,100,30,0,10,100,50,90,5,1,8,23
30,10,40,90,0,20,50,90,90,70,5,1,8,19
30,10,10,90,40,100,10,0,40,60,3,1,13,5
80,90,60,50,30,60,80,0,50,0,0,0,21,12
0,20,0,30,100,30,60,50,60,40,3,1,10,5
90,100,40,40,60,10,60,0,40,90,5,0,19,8
0,60,0,30,70,20,90,40,70,80,5,1,11,4
20,70,0,30,0,50,0,0,90,10,2,0,7,2
30,50,90,50,90,10,10,90,20,80,4,1,8,29
10,100,30,60,50,90,80,70,60,100,6,0,17,14
60,20,10,40,60,80,30,0,60,20,2,0,13,2
10,80,10,20,30,10,100,30,70,90,6,0,11,6
20,50,60,60,50,60,90,90,30,70,4,0,18,22
10,50,70,30,50,60,40,10,0,0,0,0,13,16
0,60,30,40,50,40,60,70,20,60,3,0,15,13
100,60,50,70,70,80,80,40,20,0,0,1,20,14
30,100,80,100,50,0,50,30,30,0,0,1,13,22
30,20,50,70,10,0,90,10,70,10,2,0,11,15
30,60,0,40,0,30,60,50,0,70,4,0,11,8
30,30,60,70,30,70,20,0,80,80,5,0,11,15
80,80,10,20,70,20,80,70,50,10,1,1,16,9
10,60,40,80,20,0,20,60,100,100,6,0,7,17
20,80,90,0,70,60,50,10,90,40,3,1,11,21
80,100,50,100,20,90,90,0,0,40,2,1,15,12
30,10,70,90,80,90,70,10,50,30,2,2,17,18
0,0,100,70,80,0,30,90,20,70,4,1,8,28
60,20,80,20,40,60,10,0,70,0,1,0,9,16
70,60,100,60,0,30,40,80,10,10,1,0,14,28
70,100,70,50,30,50,80,100,100,100,6,0,15,23
20,20,40,40,70,30,10,30,40,10,1,1,10,13
70,10,0,40,30,40,10,50,20,20,1,0,10,5
90,70,20,90,60,80,100,90,10,60,3,1,18,12
60,0,90,60,40,40,80,90,60,60,4,0,13,26
60,60,60,20,30,20,60,40,10,80,4,0,12,16
70,100,30,0,90,50,0,40,100,90,6,1,6,10
100,0,0,100,50,90,30,70,60,70,5,1,12,7
40,30,60,10,80,90,50,60,80,40,3,1,14,18
90,40,50,60,10,20,20,100,60,60,4,0,8,20
0,100,0,10,0,20,30,20,0,70,4,0,6,2
80,60,70,40,0,40,70,30,20,70,4,0,16,17
40,50,20,30,70,50,20,50,10,10,1,1,9,9
60,10,40,90,100,20,30,30,10,0,0,2,6,11
60,60,100,60,10,20,30,70,20,30,2,0,11,28
0,80,10,50,0,90,90,80,0,90,5,0,16,10
40,100,80,100,40,70,40,30,50,20,1,1,19,19
40,90,80,60,30,50,50,40,100,50,4,0,16,20
40,80,70,0,10,20,20,50,20,30,2,0,7,20
0,10,40,10,80,100,50,30,60,30,3,1,13,11
70,80,50,70,40,30,20,60,70,70,5,0,12,16
10,90,70,0,40,30,70,30,0,40,2,0,12,18
30,70,20,40,60,10,100,70,80,70,5,0,14,14
0,90,60,50,80,10,70,30,40,80,4,1,16,15
80,100,90,100,10,30,60,60,100,50,4,1,11,25
10,30,30,100,30,80,80,10,90,100,6,1,11,8
60,60,20,80,40,40,40,0,70,70,5,0,16,4
50,0,40,40,30,100,20,30,80,90,6,0,10,11
70,30,80,10,40,80,100,0,60,0,1,0,15,16
100,10,40,50,90,90,50,30,70,10,2,1,18,11
10,90,90,40,100,0,90,50,60,40,3,1,10,24
70,90,50,0,90,0,10,60,80,50,4,1,4,16
40,70,80,40,60,0,100,40,100,20,2,0,14,20
50,80,80,10,0,20,50,30,90,60,4,0,11,19
70,10,90,90,100,70,80,50,30,100,5,2,14,23
0,40,70,10,40,0,80,0,60,0,1,0,9,14
10,30,70,70,10,0,100,90,90,30,3,0,11,24
60,60,100,10,100,30,60,10,0,80,4,1,11,21
50,40,60,40,100,30,90,90,100,10,2,1,12,20
20,20,60,0,60,20,0,60,90,50,4,0,5,20
20,60,80,10,20,0,60,0,30,40,2,0,11,20
20,10,90,80,80,70,80,30,80,30,3,1,14,23
10,90,60,90,50,60,50,90,80,10,2,1,13,21
0,30,30,10,20,100,90,50,80,50,4,0,13,13
100,10,80,10,20,30,70,40,100,80,5,0,13,22
30,60,40,30,40,70,30,90,10,80,4,0,13,19
30,90,90,30,20,40,0,70,60,60,4,0,6,30
40,100,20,10,40,10,20,100,90,90,6,0,8,13
70,100,90,60,70,90,50,0,0,0,0,1,17,18
30,60,50,20,70,0,70,20,40,70,4,1,13,15
50,0,80,70,40,90,80,20,60,60,4,0,17,18
50,20,70,90,70,30,50,0,70,0,1,2,10,14
90,20,70,30,90,80,70,0,50,90,5,1,20,14
30,70,60,50,40,40,100,80,0,40,2,0,15,23
80,0,0,100,80,20,80,50,40,10,1,2,12,5
90,90,60,30,40,60,100,90,50,30,2,0,22,20
40,0,40,90,70,80,90,100,60,0,1,2,11,17
60,40,70,70,50,100,0,40,0,20,1,0,13,18
70,90,10,50,80,50,100,70,70,90,6,1,15,9
0,20,80,40,30,70,20,60,20,90,5,0,11,22
60,50,20,40,100,10,0,0,10,30,2,1,6,4
30,30,70,10,50,90,90,60,80,40,3,0,15,23
70,100,60,40,70,50,50,100,70,20,2,1,14,21
20,60,50,70,80,60,60,90,80,90,6,1,14,20
90,100,70,80,0,20,10,10,80,50,4,0,10,15
100,90,10,100,30,0,40,90,80,90,6,1,11,10
30,40,80,100,90,10,50,70,40,30,2,2,12,26
60,0,50,100,20,40,50,30,60,70,5,1,9,15
40,80,70,50,90,40,0,40,90,30,3,1,8,18
80,60,10,40,70,10,100,30,90,10,2,1,13,5
70,0,0,80,30,100,10,60,40,90,5,0,16,6
50,50,30,20,90,80,80,50,10,10,1,1,13,11
10,0,40,80,40,30,10,40,10,50,3,0,10,13
90,80,80,90,40,100,0,40,70,90,6,1,11,20
10,40,40,20,30,90,10,80,70,10,2,0,9,17
0,0,80,50,90,60,10,90,40,60,3,1,11,24
100,40,90,100,40,20,50,80,30,100,5,1,16,26
60,90,30,30,70,100,70,10,100,60,4,1,16,7
80,80,90,20,60,70,10,40,10,40,2,0,14,22
100,40,60,30,60,90,40,50,30,60,3,0,22,17
0,30,80,20,80,10,10,40,80,70,5,1,4,20
70,70,0,70,100,40,0,50,40,10,1,1,13,5
100,80,20,100,20,90,60,10,80,60,4,1,15,7
0,100,80,40,100,20,50,10,0,0,0,1,11,17
80,60,10,10,30,0,100,80,100,0,1,0,12,10
0,10,90,90,20,30,0,50,70,60,4,1,3,25
50,0,30,100,50,10,20,30,50,30,2,1,10,9
50,0,0,60,20,0,60,100,0,30,2,0,9,11
30,100,40,40,50,90,70,80,40,90,5,0,21,19
80,70,80,100,100,90,90,50,50,30,2,2,20,21
0,50,10,80,90,70,50,90,30,90,5,1,18,10
80,100,70,80,0,10,30,40,20,50,3,0,13,18
20,10,70,30,50,100,30,60,0,30,2,0,12,22
60,90,40,90,50,60,20,10,60,20,2,1,9,9
80,80,90,40,30,90,60,80,100,90,6,0,17,26
30,0,100,70,100,10,90,40,70,0,1,1,11,27
100,60,50,0,60,60,70,40,90,60,4,0,17,14
0,40,80,20,20,0,10,100,0,20,1,0,3,27
10,90,70,20,10,70,50,60,70,70,5,0,13,22
40,60,70,90,80,80,0,10,40,40,2,2,11,15
100,50,90,80,30,80,10,10,80,50,4,0,14,19
10,0,80,90,50,90,30,20,60,80,5,1,9,19
10,40,20,30,100,90,90,50,80,30,3,1,14,10
20,100,60,30,90,0,20,90,80,70,5,1,5,22
0,10,40,0,70,90,60,90,30,30,2,1,14,16
70,10,40,100,90,100,10,90,100,40,3,2,8,16
60,100,90,90,80,90,60,30,70,90,6,2,13,21
100,10,10,40,70,90,100,0,40,70,4,1,21,2
40,90,10,100,100,30,70,60,90,100,6,2,11,8
0,90,10,50,80,80,70,70,20,70,4,1,17,9
40,60,70,20,30,30,90,0,50,20,1,0,18,14
70,70,100,20,90,20,30,40,80,10,2,1,7,24
40,30,40,50,50,40,0,80,40,10,1,0,13,16
70,60,60,40,20,50,80,60,90,10,2,0,13,20
80,0,40,100,10,10,80,100,100,20,2,1,8,18
60,80,100,70,0,80,50,0,90,50,4,0,17,20
90,100,70,60,0,10,40,90,80,80,5,0,13,22
20,60,60,40,10,80,20,0,80,0,1,0,9,15
70,100,90,20,0,30,50,50,90,70,5,0,12,23
100,10,90,30,90,0,60,80,80,40,3,1,11,26
0,30,30,30,40,20,0,100,80,80,5,0,6,15
30,10,100,50,90,30,100,40,60,100,6,1,12,27
60,20,40,70,80,80,80,10,100,10,2,1,15,9
20,60,0,60,40,30,0,10,100,90,6,0,9,3
40,60,50,60,30,50,80,90,30,40,2,0,18,18
0,40,70,20,40,50,70,80,50,10,1,0,18,22
100,10,90,10,70,80,90,10,70,40,3,1,15,19
90,0,70,50,60,10,90,0,10,80,4,0,16,14
40,0,40,30,70,0,80,20,20,80,4,1,10,10
100,10,0,50,10,50,60,90,20,80,4,0,17,9
30,20,30,90,40,50,0,0,90,60,4,1,6,9
20,50,0,100,40,50,60,10,50,30,2,1,16,3
50,0,40,70,70,60,20,70,70,20,2,1,9,15
20,30,40,40,100,100,70,50,90,0,1,1,14,15
40,90,0,100,10,10,40,70,10,20,1,1,10,8
20,0,0,100,20,0,20,100,10,30,2,1,2,13
80,90,50,60,70,50,80,90,50,30,2,1,20,18
40,70,20,60,50,70,10,60,60,100,6,0,13,10
30,30,80,20,0,20,40,0,100,70,5,0,8,19
50,70,30,90,0,10,40,10,0,10,1,1,9,7
0,60,30,0,80,40,70,50,30,90,5,1,13,11
20,100,60,100,0,60,40,70,90,60,4,1,10,21
20,40,70,10,70,60,60,10,0,10,1,1,10,17
70,10,40,10,0,30,100,100,60,90,6,0,11,17
90,40,100,90,30,100,20,60,90,100,6,1,10,26
40,20,30,60,60,70,100,90,30,90,5,0,21,14
100,50,40,70,0,30,40,70,20,60,3,0,17,15
60,80,0,30,100,50,10,20,10,50,3,1,10,2
10,80,40,30,20,70,40,20,40,70,4,0,17,13
40,40,30,90,40,90,80,30,90,50,4,1,14,9
30,30,30,40,20,0,20,90,70,0,1,0,4,19
50,80,30,0,10,50,10,70,20,20,1,0,9,14
10,50,30,30,100,20,70,0,100,10,2,1,10,7
40,70,30,0,100,0,80,80,10,60,3,1,9,14
90,70,20,10,90,20,0,20,80,50,4,1,6,6
90,30,70,50,30,70,80,0,80,40,3,0,16,14
90,20,100,50,0,80,60,100,80,10,2,0,15,29
50,40,30,20,60,60,20,30,70,50,4,0,10,9
0,10,10,90,60,70,50,30,50,50,3,1,19,5
100,100,30,0,30,80,70,90,10,80,4,0,17,14
10,60,70,10,100,20,90,20,40,80,4,1,14,17
10,100,50,40,90,60,30,0,30,0,0,1,12,11
90,50,80,20,10,40,70,100,30,20,1,0,15,26
100,30,0,90,20,30,80,0,30,80,4,1,14,2
40,0,50,40,60,70,90,90,90,70,5,0,16,18
90,20,100,40,0,40,20,30,60,60,4,0,8,23
40,100,50,100,40,40,40,60,0,0,0,1,12,16
70,70,100,90,70,40,100,10,50,80,4,2,16,21
0,80,60,80,0,0,80,100,20,60,3,0,13,21
20,70,50,100,90,60,30,70,80,40,3,2,7,19
50,50,30,90,50,30,80,0,40,30,2,1,15,6
40,10,30,80,30,90,60,0,60,30,3,0,17,6
100,20,30,0,20,80,20,0,50,40,2,0,14,8
70,20,100,70,80,40,90,60,30,40,2,1,17,26
20,0,90,90,60,60,50,70,0,60,3,1,12,27
80,10,90,20,100,10,20,70,20,40,2,1,8,25
20,70,100,100,10,10,90,20,50,90,5,1,14,25
10,100,10,50,10,30,50,50,20,70,4,0,15,9
10,10,70,70,100,80,100,40,90,10,2,1,15,19
80,40,70,40,40,0,10,30,30,50,3,0,11,17
30,0,60,100,50,100,90,40,70,90,6,1,13,19
60,30,0,100,50,50,70,0,40,80,4,1,17,0
10,100,50,60,20,40,100,80,100,70,5,0,13,21
30,50,0,80,20,40,0,10,60,0,1,0,7,6
20,50,80,70,0,60,80,40,80,10,2,0,13,22
0,10,100,60,10,30,50,80,90,60,4,0,12,29
10,50,90,60,50,30,10,10,0,60,3,0,9,20
30,50,70,50,60,90,40,90,60,10,2,0,17,25
70,80,90,70,10,10,100,30,60,0,1,0,14,22
70,50,0,90,50,70,30,70,0,30,2,1,10,7
80,50,70,10,40,10,40,50,0,100,5,0,12,19
80,60,60,40,70,100,30,80,60,60,4,1,13,20
0,10,60,100,20,100,50,30,70,90,6,1,12,17
60,10,30,50,30,50,0,10,10,50,3,0,10,7
70,60,50,40,90,0,70,70,20,20,1,1,13,17
30,100,20,70,50,40,40,50,50,30,2,0,20,12
100,30,10,60,60,100,30,100,70,70,5,0,17,11
80,100,10,0,0,50,60,50,0,80,4,0,12,7
30,10,0,10,50,60,10,90,50,30,2,0,13,11
40,10,70,90,40,60,20,30,90,10,2,1,8,17
0,70,20,40,50,30,80,40,70,60,4,0,13,8
50,10,100,70,50,90,10,90,60,90,6,0,14,28
20,20,80,60,10,60,40,50,0,10,1,0,12,24
90,20,40,80,30,80,20,90,10,20,1,0,14,16
80,60,50,90,100,100,20,90,60,70,5,2,10,18
100,80,20,80,30,40,40,30,60,40,3,0,17,7
50,60,80,60,80,40,90,40,90,50,4,1,14,20
90,40,80,50,10,70,40,40,40,30,2,0,19,21
0,40,70,20,10,80,60,90,100,60,4,0,11,23
50,10,70,0,10,100,90,80,50,10,1,0,18,23
10,0,50,80,100,20,90,60,100,80,5,1,11,17
30,0,20,20,50,90,0,70,30,40,2,0,11,14
0,20,60,40,60,70,100,100,100,70,5,0,16,21
80,70,100,70,30,0,40,50,90,70,5,0,14,25
90,100,40,50,30,90,100,100,80,70,5,0,19,17
80,100,60,100,20,10,10,50,0,20,1,1,6,19
70,20,50,20,50,20,100,30,20,30,2,0,14,13
20,80,40,70,20,30,100,80,30,10,1,0,17,20
10,20,20,60,0,90,20,100,10,40,2,0,11,14
40,0,40,20,90,10,30,70,80,90,6,1,5,15
70,90,10,10,60,40,50,90,30,10,1,0,18,10
100,90,30,20,50,30,20,90,0,60,3,0,11,14
70,30,20,50,60,80,20,90,100,40,3,0,13,12
70,80,30,70,0,0,10,80,80,40,3,0,8,14
70,70,60,0,100,0,60,70,10,40,2,1,9,19
20,0,0,10,10,50,30,70,40,10,1,0,10,10
40,0,30,40,100,70,80,0,10,90,5,1,13,6
100,40,50,40,30,80,30,0,30,20,1,0,16,10
60,0,20,90,20,70,50,0,20,10,1,1,13,6
40,80,80,0,50,0,30,90,50,30,2,0,12,24
50,50,70,10,60,50,80,0,30,70,4,0,17,14
30,70,70,30,50,90,50,90,60,90,6,0,17,25
10,90,80,10,80,70,100,30,70,10,2,1,13,20
0,90,70,100,100,20,60,20,10,90,5,2,9,16
80,10,80,60,40,70,40,80,30,20,1,0,20,24
80,30,20,10,70,20,20,100,20,30,2,1,8,13
40,70,100,100,100,10,100,0,20,0,0,2,12,20
50,40,100,70,70,40,30,20,90,70,5,1,10,22
60,70,50,50,20,90,0,80,0,100,5,0,11,20
80,90,100,20,20,70,90,100,20,80,4,0,17,31
90,40,50,100,50,70,0,0,30,80,4,1,12,10
50,10,30,50,50,20,0,70,60,60,4,0,8,13
80,40,30,40,40,50,0,0,10,30,2,0,11,6
90,90,50,70,100,80,10,70,0,20,1,1,13,17
100,100,20,30,40,80,40,10,10,40,2,0,19,5
20,70,0,20,30,20,80,40,70,50,4,0,10,6
40,40,0,80,50,50,20,20,70,70,5,0,12,2
0,0,100,80,100,80,50,100,0,30,2,1,14,29
70,80,80,0,20,0,50,100,30,50,3,0,12,27
30,30,40,20,20,50,60,30,60,70,5,0,10,16
90,10,20,0,50,70,20,70,90,10,2,0,10,11
80,50,20,90,80,10,70,90,60,90,6,2,10,12
0,30,70,100,0,50,90,30,20,30,2,1,12,17
50,60,70,80,0,60,90,10,0,50,3,0,16,15
70,40,50,10,0,90,70,70,70,50,4,0,14,17
100,80,30,50,70,80,20,40,50,20,1,1,18,10
10,40,10,80,0,60,50,80,40,10,1,0,18,11
100,70,90,60,0,40,0,70,50,30,2,0,15,25
10,40,60,20,70,90,0,30,80,10,2,1,7,16
40,30,30,40,40,70,0,100,10,50,3,0,11,15
50,30,60,100,80,30,100,100,10,100,5,2,11,21
10,60,70,80,90,70,90,60,90,60,4,1,16,21
60,90,50,20,40,30,80,30,70,90,6,0,13,13
80,20,10,70,100,60,30,0,30,60,3,1,15,2
40,90,20,30,80,20,20,50,60,20,2,1,7,9
100,50,100,10,60,100,10,70,0,90,5,0,14,27
10,40,70,30,40,40,20,20,40,60,3,0,12,17
60,30,50,60,40,90,20,70,20,30,2,0,15,17
100,90,70,30,10,100,90,10,40,30,2,0,22,16
0,60,80,10,40,90,20,40,90,60,4,0,11,20
20,90,20,0,50,80,30,20,60,60,4,0,10,8
0,90,30,20,20,20,70,10,30,80,4,0,13,9
20,70,50,80,70,30,80,10,100,20,2,1,13,13
40,0,20,80,60,30,90,0,50,30,2,0,21,4
100,70,50,70,90,50,100,0,70,100,6,1,18,10
70,70,70,40,30,0,100,80,90,60,4,0,12,22
70,80,80,10,60,100,30,70,10,100,5,0,15,23
50,30,100,60,60,20,60,60,80,100,6,0,14,26
90,60,100,100,30,70,60,90,70,40,3,1,14,28
80,60,0,20,0,90,30,20,50,30,2,0,17,2
40,90,90,50,70,70,50,10,90,30,3,1,16,19
10,10,100,10,20,0,50,0,30,20,1,0,11,23
90,80,20,60,60,100,90,30,90,10,2,0,21,7
40,100,20,20,60,90,70,10,60,60,4,0,18,5
80,0,0,30,30,80,40,0,0,100,5,0,14,0
100,0,20,80,50,90,60,50,10,100,5,0,20,9
70,60,10,10,40,20,80,70,70,80,5,0,12,9
90,10,0,30,100,70,30,90,60,80,5,1,11,8
70,20,90,60,70,40,50,20,90,50,4,1,13,20
10,50,40,80,20,40,30,60,70,10,2,0,9,17
0,50,60,60,50,60,50,0,80,70,5,0,15,12
100,10,10,80,90,30,30,0,10,50,3,1,13,2
80,90,40,50,90,20,30,0,50,20,1,1,15,8
60,20,30,90,100,60,20,20,100,100,6,2,6,8
50,70,30,100,100,30,40,30,100,20,2,2,10,9
90,60,20,0,80,50,50,80,90,20,2,1,13,12
10,20,40,10,20,50,100,60,50,0,0,0,16,17
90,100,70,80,70,20,100,40,100,0,1,1,15,18
50,20,80,70,90,10,70,70,10,40,2,1,14,23
0,90,50,80,10,100,100,30,70,40,3,0,17,14
60,90,50,70,10,10,50,40,100,100,6,0,14,15
50,0,70,60,10,90,70,70,100,20,2,0,15,22
20,100,70,80,70,0,60,90,70,90,6,1,11,24
10,80,50,10,100,100,100,70,90,70,5,1,14,18
60,80,0,20,30,40,10,10,10,100,5,0,9,1
0,30,60,100,70,80,80,50,80,90,6,2,10,17
20,10,10,30,90,0,70,0,0,60,3,1,9,4
10,80,10,90,60,20,30,60,90,50,4,1,8,9
100,100,100,50,30,90,30,100,80,30,3,0,16,29
70,0,80,0,100,10,20,0,90,20,2,1,3,16
40,50,80,0,70,0,70,40,90,20,2,1,8,20
60,60,10,50,70,80,20,10,100,50,4,1,11,3
70,50,0,80,0,80,80,90,100,40,3,0,15,8
60,0,50,80,100,50,60,20,40,80,4,1,17,12
50,70,100,10,80,70,100,100,30,0,0,1,17,29
40,50,40,90,20,90,30,60,30,10,1,1,12,16
30,60,60,10,90,20,30,10,10,60,3,1,7,16
70,40,30,30,50,90,90,10,90,40,3,0,17,7
100,10,60,10,0,10,40,30,20,0,0,0,13,15
20,60,50,90,30,50,50,90,90,50,4,1,12,20
70,80,50,0,90,90,80,20,70,70,5,1,13,12
50,0,20,50,20,10,30,20,70,40,3,0,7,8
50,40,0,10,70,40,60,50,50,10,1,1,15,5
40,100,70,20,60,10,0,30,80,30,3,0,8,17
100,10,30,10,70,80,50,30,50,100,5,1,20,9
10,100,60,60,50,80,10,80,50,100,5,0,17,21
70,0,0,30,50,20,90,20,70,60,4,0,12,2
30,30,60,40,80,70,70,90,70,70,5,1,13,23
90,30,10,10,90,0,70,80,0,80,4,1,10,10
30,60,50,50,60,40,60,60,50,50,3,0,20,19
100,100,0,80,40,100,30,80,50,0,0,0,23,8
40,20,10,60,100,70,10,20,20,50,3,1,12,4
100,80,40,30,0,90,0,10,90,30,3,0,12,9
70,100,90,90,100,40,60,40,90,0,1,2,10,22
30,50,40,100,90,60,80,70,30,70,4,2,12,18
0,50,30,70,40,80,40,10,80,0,1,0,16,7
10,30,50,60,90,10,80,10,70,90,6,1,10,12
20,50,70,40,80,40,30,20,80,90,6,1,7,18
10,90,10,10,100,0,90,60,10,60,3,1,10,9
80,90,50,10,70,0,60,40,90,60,4,1,10,14
60,80,90,30,20,30,40,20,70,40,3,0,12,22
40,90,100,30,50,50,30,80,40,60,3,0,16,28
90,60,70,80,80,90,100,60,90,50,4,1,19,20
70,60,10,80,40,20,30,60,90,70,5,0,12,8
50,20,60,80,30,60,90,100,40,60,3,0,20,21
