Gesamtgewicht_Kg,Volumen_cbm,Warenwert_in_EUR,Gefahrgut,Startort,Destination,Termin_Destination,Entfernung_in_Km,LCL_LKW,FCL_LKW,Flugzeug,Seeeschiff
15157,7.773,154990,1,1,9,0,650,0,1,0,0
1720.5,4.613,20775,1,3,9,0,550,0,1,0,0
9136,5.042,93660,1,1,6,0,2000,0,0,0,1
4590,4.21,48775,0,2,6,0,2700,0,0,0,1
15117.5,6.705,154850,1,4,9,1,260,0,1,0,0
4618.5,4.193,49625,1,3,6,1,2200,0,0,1,0
15124.5,7.161,153925,1,4,8,1,800,0,1,0,0
6077.5,3.602,63465,0,4,7,1,1300,0,0,1,0
12220.5,7.046,126620,1,2,7,0,1200,0,1,0,0
9117.5,5.397,94390,0,1,6,1,2000,0,0,1,0
4604.5,3.805,48695,1,5,10,0,11400,0,0,0,1
279.5,5.305,9185,1,4,7,0,1300,0,0,0,1
6074,3.386,61950,0,2,10,0,11000,0,0,0,1
4630,4.163,49510,1,3,7,0,1100,0,1,0,0
10632,6.235,109375,0,4,7,1,1300,0,0,1,0
12133.5,6.57,123795,1,1,9,1,650,0,1,0,0
3153,4.227,35535,1,4,7,1,1300,0,0,1,0
6163,4.511,65480,0,4,9,0,260,1,0,0,0
7709.5,6.374,80600,0,2,10,1,11000,0,0,1,0
171.5,3.267,6015,1,3,8,1,1100,0,1,0,0
6085.5,3.933,63440,1,3,7,1,1100,0,1,0,0
12163.5,7.496,126005,0,1,9,0,650,0,1,0,0
6137.5,4.231,63435,0,3,9,0,550,1,0,0,0
6212,5.437,65860,1,2,9,1,400,0,1,0,0
4632,4.437,48795,0,1,7,0,1650,0,0,0,1
12205,7.574,125890,0,1,9,1,650,0,1,0,0
6170.5,5.752,66080,1,4,6,1,2500,0,0,1,0
10690,6.695,109750,1,5,7,0,1650,0,0,0,1
7646.5,5.752,80000,1,1,10,1,11350,0,0,1,0
12187,7.469,125500,0,4,6,0,2500,0,0,0,1
3175,4.727,36075,1,5,6,1,2200,0,0,1,0
10625.5,6.13,110230,1,3,9,1,550,0,1,0,0
12104.5,5.833,123875,0,5,10,0,11400,0,0,0,1
125.5,2.246,4580,1,4,8,1,800,0,1,0,0
134.5,2.702,5645,1,5,8,0,650,0,1,0,0
7683,6.417,81055,1,1,10,1,11350,0,0,1,0
10740,8.209,112260,1,3,8,0,1100,0,1,0,0
6248,6.542,67275,1,1,9,0,650,0,1,0,0
4710.5,5.859,52310,1,5,9,1,450,0,1,0,0
3189,4.735,36015,0,2,8,0,900,1,0,0,0
9202.5,6.613,96900,1,4,8,1,800,0,1,0,0
1692,5.09,20170,0,3,7,1,1100,1,0,0,0
15129,7.476,154020,1,5,7,0,1650,0,0,0,1
6197.5,4.41,65220,1,5,7,0,1650,0,0,0,1
15227,8.398,156310,1,1,8,1,850,0,1,0,0
126.5,2.077,3955,0,3,9,1,550,1,0,0,0
15195,8.446,155410,1,5,9,0,450,0,1,0,0
10717.5,7.482,110905,0,5,6,0,2200,0,0,0,1
10720,7.523,110770,1,5,8,0,650,0,1,0,0
6103.5,3.798,63205,0,5,9,1,450,1,0,0,0
9126.5,4.954,93395,1,1,9,1,650,0,1,0,0
15124,6.803,154160,0,4,9,0,260,0,1,0,0
3135,3.49,34530,1,5,8,0,650,0,1,0,0
9175,6.711,95985,1,2,7,0,1200,0,1,0,0
219,3.487,5930,0,3,7,0,1100,1,0,0,0
1689.5,4.051,21080,1,2,9,0,400,0,1,0,0
1680,4.369,20515,0,1,7,0,1650,0,0,0,1
10701.5,7.729,111765,0,1,10,1,11350,0,0,1,0
3172.5,4.2,35760,1,3,7,1,1100,0,1,0,0
1664.5,3.626,18775,1,2,6,1,2700,0,0,1,0
13777,9.5,143110,1,3,6,0,2200,0,0,0,1
7628,5.765,80705,1,2,8,1,900,0,1,0,0
6111.5,4.416,64430,1,1,10,0,11350,0,0,0,1
1691,3.572,18960,1,3,7,0,1100,0,1,0,0
12167,6.739,124950,1,4,6,0,2500,0,0,0,1
6130.5,4.494,63970,0,4,8,1,800,1,0,0,0
4641,4.21,49240,0,3,10,1,12000,0,0,1,0
10683,7.248,111410,0,2,10,0,11000,0,0,0,1
7657.5,6.252,79595,1,4,10,0,12000,0,0,0,1
9113.5,5.052,93550,0,1,10,0,11350,0,0,0,1
12118,6.222,124000,0,5,6,0,2200,0,0,0,1
4735.5,5.528,51620,1,2,8,0,900,0,1,0,0
12177,7.391,126930,0,5,6,0,2200,0,0,0,1
4633,4.714,48895,0,4,8,0,800,1,0,0,0
3218,4.937,36630,1,3,10,1,12000,0,0,1,0
6119,4.065,63380,0,5,10,0,11400,0,0,0,1
12153,6.921,124700,0,1,8,0,850,0,1,0,0
7660,6.178,79670,0,2,8,1,900,0,1,0,0
9233.5,7.323,97035,0,2,9,1,400,0,1,0,0
9111.5,5.339,93550,1,2,10,0,11000,0,0,0,1
4642.5,4.514,50495,1,1,7,1,1650,0,0,1,0
3186.5,4.765,35230,0,4,10,1,12000,0,0,1,0
13696.5,8.152,140735,0,3,6,0,2200,0,0,0,1
3122.5,3.7,34600,1,1,9,1,650,0,1,0,0
12141,6.792,124680,0,4,10,0,12000,0,0,0,1
7651.5,5.68,80960,1,5,7,0,1650,0,0,0,1
12168,6.745,125265,1,3,7,0,1100,0,1,0,0
15170,7.651,155945,1,2,6,0,2700,0,0,0,1
6137.5,4.373,63850,0,4,9,1,260,1,0,0,0
9090.5,4.991,93265,0,2,8,1,900,0,1,0,0
1545.5,2.176,16625,0,4,6,1,2500,0,0,1,0
9188,6.667,97060,1,4,7,1,1300,0,0,1,0
15198,8.355,155095,1,5,8,1,650,0,1,0,0
7671.5,6.198,80365,0,3,8,0,1100,0,1,0,0
3170.5,4.115,36100,0,1,10,0,11350,0,0,0,1
4623.5,4.166,49665,0,4,10,1,12000,0,0,1,0
10710.5,7.259,111425,1,2,10,0,11000,0,0,0,1
6126.5,5.397,65280,0,3,10,0,12000,0,0,0,1
9131.5,5.123,93900,0,4,10,1,12000,0,0,1,0
222.5,4.325,6320,1,4,6,1,2500,0,0,1,0
4720,5.501,51120,1,2,8,0,900,0,1,0,0
12186.5,7.604,126055,1,3,10,1,12000,0,0,1,0
13620,6.905,139625,0,4,7,0,1300,0,0,0,1
10679,6.212,108720,1,5,8,1,650,0,1,0,0
9128.5,5.684,93430,0,2,10,0,11000,0,0,0,1
3123.5,3.217,34705,0,2,8,1,900,1,0,0,0
3192,3.808,35390,0,1,6,0,2000,0,0,0,1
7728.5,7.073,81850,1,4,10,0,12000,0,0,0,1
4647,3.64,48025,0,3,6,1,2200,0,0,1,0
15191.5,8.476,155680,0,1,6,0,2000,0,0,0,1
10642.5,6.965,109755,0,3,9,0,550,0,1,0,0
1653,3.724,18780,0,4,6,0,2500,0,0,0,1
6188.5,5.457,66270,0,1,10,0,11350,0,0,0,1
3229,4.775,36240,1,2,8,0,900,0,1,0,0
130,2.919,5395,1,5,9,0,450,0,1,0,0
6204.5,5.39,65710,1,2,10,0,11000,0,0,0,1
166,2.831,4425,1,4,7,1,1300,0,0,1,0
10710.5,7.026,110655,1,2,9,1,400,0,1,0,0
1675.5,3.997,20375,1,2,9,0,400,0,1,0,0
4627.5,4.525,49615,0,3,8,1,1100,1,0,0,0
4685.5,6.083,51480,1,1,6,1,2000,0,0,1,0
12220.5,7.327,125920,1,3,6,1,2200,0,0,1,0
15203,8.527,155440,0,3,10,1,12000,0,0,1,0
3133,3.537,35905,1,2,7,0,1200,0,1,0,0
10611,6.472,109425,0,1,7,1,1650,0,0,1,0
3114,3.01,34100,1,1,9,1,650,0,1,0,0
15221,8.473,156285,0,1,9,1,650,0,1,0,0
1694,4.024,20540,0,2,8,1,900,1,0,0,0
6128,4.035,63540,0,4,9,1,260,1,0,0,0
3227.5,4.616,36275,0,5,8,0,650,1,0,0,0
9180,6.793,95765,0,3,6,1,2200,0,0,1,0
15245.5,8.929,156660,1,4,7,1,1300,0,0,1,0
10621,6.279,110095,0,1,7,0,1650,0,0,0,1
10674,7.529,111925,0,2,8,1,900,0,1,0,0
9089.5,4.775,92915,0,2,6,0,2700,0,0,0,1
9098.5,5.001,93470,0,2,9,1,400,0,1,0,0
4617.5,4.163,49380,0,4,9,1,260,1,0,0,0
1702.5,4.96,22050,1,1,7,0,1650,0,0,0,1
101,1.925,4295,1,2,8,1,900,0,1,0,0
9103,4.775,93245,0,1,10,0,11350,0,0,0,1
7676,5.793,79805,0,4,7,1,1300,0,0,1,0
9234.5,6.694,96980,1,1,8,1,850,0,1,0,0
13689.5,7.584,140395,0,1,6,0,2000,0,0,0,1
12148.5,7.083,126345,0,5,8,0,650,0,1,0,0
13650.5,7.841,140275,1,3,8,1,1100,0,1,0,0
12131,5.887,124030,0,3,9,1,550,0,1,0,0
7654,6.083,79955,1,2,7,0,1200,0,1,0,0
3185.5,3.636,34575,1,1,8,1,850,0,1,0,0
15225,8.547,156785,0,1,9,0,650,0,1,0,0
294,4.997,8935,1,2,7,0,1200,0,1,0,0
10552.5,4.833,107065,0,1,6,1,2000,0,0,1,0
13662.5,7.868,140130,0,4,10,0,12000,0,0,0,1
15147,8.084,155155,0,5,9,1,450,0,1,0,0
9134.5,5.778,94695,1,5,7,1,1650,0,0,1,0
12175,6.519,124520,0,5,9,1,450,0,1,0,0
10714,7.438,110695,1,2,10,0,11000,0,0,0,1
7629.5,5.312,79575,1,2,9,1,400,0,1,0,0
6144.5,4.167,63730,0,4,8,0,800,1,0,0,0
13737.5,8.435,142035,1,5,10,1,11400,0,0,1,0
10667,7.047,109740,0,5,9,0,450,0,1,0,0
1694,4.369,20720,1,2,10,1,11000,0,0,1,0
9114.5,4.883,93930,0,5,10,0,11400,0,0,0,1
3159.5,3.815,34390,0,2,10,0,11000,0,0,0,1
6095.5,3.994,62575,0,1,7,0,1650,0,0,0,1
15181.5,7.658,155350,1,1,8,0,850,0,1,0,0
3187,4.332,35660,1,5,9,1,450,0,1,0,0
178,2.832,4755,0,2,9,0,400,1,0,0,0
15236.5,8.767,156255,0,2,10,1,11000,0,0,1,0
7688,5.924,80815,1,3,9,0,550,0,1,0,0
9072,4.66,92400,0,5,8,1,650,0,1,0,0
12163.5,6.738,126155,1,4,7,1,1300,0,0,1,0
6221,5.745,66515,0,4,8,0,800,1,0,0,0
15199.5,8.436,155735,1,5,9,1,450,0,1,0,0
4630,4.521,49170,1,4,7,1,1300,0,0,1,0
12166,6.776,124435,0,1,8,1,850,0,1,0,0
7621.5,5.447,79570,1,2,8,0,900,0,1,0,0
10750.5,8.027,111735,1,1,6,0,2000,0,0,0,1
3156,4.589,36035,1,4,8,0,800,0,1,0,0
6180.5,4.761,65215,0,4,7,1,1300,0,0,1,0
10604,5.745,108445,1,1,6,0,2000,0,0,0,1
10673.5,6.718,110535,1,1,10,0,11350,0,0,0,1
4555.5,3.058,47400,0,1,6,1,2000,0,0,1,0
1741.5,5.728,22895,1,5,7,1,1650,0,0,1,0
10718,6.847,110570,1,2,9,1,400,0,1,0,0
89,1.773,4220,0,1,7,0,1650,0,0,0,1
7706,6.032,80595,1,5,6,0,2200,0,0,0,1
1707.5,4.471,21150,1,1,8,1,850,0,1,0,0
10596,6.096,109140,0,5,9,1,450,0,1,0,0
13651.5,7.381,140300,0,2,9,1,400,0,1,0,0
10685.5,7.273,110105,0,4,7,1,1300,0,0,1,0
9146,5.6,93875,1,2,7,0,1200,0,1,0,0
163.5,2.949,4815,1,5,9,0,450,0,1,0,0
6171.5,5.225,65020,0,1,6,1,2000,0,0,1,0
13636.5,7.391,139290,0,2,6,0,2700,0,0,0,1
12174,7.243,124830,1,2,8,1,900,0,1,0,0
1628.5,2.849,17075,0,4,7,1,1300,0,0,1,0
12131.5,6.583,125515,0,3,7,0,1100,0,1,0,0
15204,8.263,156160,1,1,8,1,850,0,1,0,0
3161,3.599,34020,1,4,10,1,12000,0,0,1,0
13651,7.297,138990,1,1,6,1,2000,0,0,1,0
10673,6.684,111265,1,3,6,1,2200,0,0,1,0
90.5,2.057,3615,0,2,9,1,400,1,0,0,0
9124.5,5.106,94560,0,2,9,1,400,0,1,0,0
180,3.838,6320,1,3,9,1,550,0,1,0,0
140,3.179,5200,0,3,10,1,12000,0,0,1,0
1652,3.7,19150,1,1,9,1,650,0,1,0,0
10572,5.431,107820,0,3,6,1,2200,0,0,1,0
12171,6.58,124205,0,2,6,0,2700,0,0,0,1
1667.5,4.163,20330,1,2,8,1,900,0,1,0,0
15173.5,7.094,154400,0,1,9,1,650,0,1,0,0
6187.5,5.782,64940,0,4,9,0,260,1,0,0,0
6144,5.079,65210,1,1,8,1,850,0,1,0,0
4704.5,6.451,51335,1,1,7,0,1650,0,0,0,1
10632.5,6.556,110650,0,2,10,1,11000,0,0,1,0
144,2.517,3640,0,2,7,0,1200,1,0,0,0
1605.5,3.466,19570,0,1,8,1,850,1,0,0,0
15234.5,8.256,156800,1,5,8,1,650,0,1,0,0
1622.5,3.521,18820,0,3,7,1,1100,1,0,0,0
3094.5,2.345,33035,0,4,6,1,2500,0,0,1,0
9189.5,6.414,97045,1,2,8,0,900,0,1,0,0
9192.5,6.167,96410,1,1,9,0,650,0,1,0,0
12093,5.772,123730,0,3,7,1,1100,0,1,0,0
13693.5,7.74,139750,0,4,6,1,2500,0,0,1,0
10705.5,7.449,110910,1,2,9,1,400,0,1,0,0
6208.5,6.076,65885,1,2,10,1,11000,0,0,1,0
9150.5,5.38,94730,0,1,10,1,11350,0,0,1,0
10534,4.644,106330,0,1,7,0,1650,0,0,0,1
10609.5,6.299,108910,0,5,8,0,650,0,1,0,0
1608,3.288,18975,0,2,9,1,400,1,0,0,0
137,2.967,5255,0,5,7,0,1650,0,0,0,1
4608.5,4.051,49430,0,2,6,1,2700,0,0,1,0
13617,7.07,139410,1,4,8,1,800,0,1,0,0
3180.5,4.808,35730,0,5,10,0,11400,0,0,0,1
7707.5,6.38,80525,0,3,10,1,12000,0,0,1,0
4570.5,3.335,47730,0,1,7,0,1650,0,0,0,1
4676,5.762,49875,1,2,6,0,2700,0,0,0,1
10672.5,6.732,110070,0,1,6,1,2000,0,0,1,0
6080.5,3.906,63545,0,1,6,1,2000,0,0,1,0
10697.5,6.928,110765,1,2,8,1,900,0,1,0,0
12150,7.205,125165,0,4,10,0,12000,0,0,0,1
7722,6.85,81320,0,3,7,1,1100,0,1,0,0
15217.5,8.311,155495,1,1,8,1,850,0,1,0,0
10668,6.908,109310,0,4,7,1,1300,0,0,1,0
13678,7.307,139300,1,4,6,1,2500,0,0,1,0
176,3.267,4995,1,4,6,1,2500,0,0,1,0
1718,5.427,21185,1,2,7,1,1200,0,1,0,0
6189.5,5.738,66475,1,5,9,0,450,0,1,0,0
7664,5.732,79725,0,3,8,1,1100,0,1,0,0
3213.5,4.21,36075,1,3,7,1,1100,0,1,0,0
9149,5.728,93680,0,5,9,0,450,0,1,0,0
15208.5,9.091,157505,1,4,8,1,800,0,1,0,0
125,2.463,3550,1,5,8,0,650,0,1,0,0
4695.5,4.903,50825,1,4,9,0,260,0,1,0,0
12114.5,6.742,124920,0,3,9,1,550,0,1,0,0
1752,4.92,22520,1,2,6,1,2700,0,0,1,0
7653,5.005,78930,0,5,9,0,450,0,1,0,0
6082,3.835,62800,0,3,9,0,550,1,0,0,0
4732,6.211,51905,1,4,10,0,12000,0,0,0,1
1719.5,5.072,21665,0,5,7,0,1650,0,0,0,1
7687,5.816,79725,1,1,7,0,1650,0,0,0,1
12187.5,7.019,124795,0,3,10,1,12000,0,0,1,0
12116,5.978,124480,0,1,7,1,1650,0,0,1,0
9133.5,5.4,94135,0,5,10,1,11400,0,0,1,0
13664,7.111,139390,0,5,7,1,1650,0,0,1,0
139.5,3.571,5360,1,1,7,0,1650,0,0,0,1
10628.5,6.83,109250,0,1,6,0,2000,0,0,0,1
9196.5,6.451,95810,1,5,7,0,1650,0,0,0,1
188.5,4.508,5470,0,3,7,0,1100,1,0,0,0
13688.5,8.638,140720,1,4,7,1,1300,0,0,1,0
6130,4.416,65535,1,3,8,1,1100,0,1,0,0
1684.5,4.515,21030,1,1,7,0,1650,0,0,0,1
4692.5,5.21,51415,1,5,10,0,11400,0,0,0,1
234,4.714,7520,1,5,8,1,650,0,1,0,0
3121,3.071,34650,1,1,7,1,1650,0,0,1,0
13723.5,8.838,141725,1,5,10,0,11400,0,0,0,1
13611,6.769,139080,0,1,6,0,2000,0,0,0,1
4593.5,3.738,48415,0,3,10,0,12000,0,0,0,1
6209,5.376,65935,1,5,7,1,1650,0,0,1,0
3207.5,5.197,36600,0,5,6,0,2200,0,0,0,1
13729.5,9.01,141990,0,3,7,0,1100,0,1,0,0
7652,5.495,78880,0,1,8,1,850,0,1,0,0
13694,8.365,140675,0,2,10,1,11000,0,0,1,0
4681,6.042,51640,0,1,9,1,650,1,0,0,0
10667.5,7.29,109860,0,4,9,1,260,0,1,0,0
4698,5.326,50510,0,1,6,1,2000,0,0,1,0
1708.5,4.64,20590,1,5,9,0,450,0,1,0,0
13656.5,6.962,139500,1,2,7,0,1200,0,1,0,0
1652.5,3.842,20545,1,3,7,1,1100,0,1,0,0
7593.5,4.481,78570,0,2,6,0,2700,0,0,0,1
13701.5,8.635,140800,1,1,7,1,1650,0,0,1,0
1660.5,3.504,19310,1,3,10,1,12000,0,0,1,0
9163.5,5.863,95790,0,5,7,0,1650,0,0,0,1
15164,8.462,156230,0,3,6,0,2200,0,0,0,1
9234,6.989,95775,1,2,8,0,900,0,1,0,0
6115,4.264,64480,0,1,6,0,2000,0,0,0,1
9159.5,6.089,95310,1,4,7,1,1300,0,0,1,0
10655.5,6.8,109415,0,3,9,1,550,0,1,0,0
1660.5,3.68,20085,0,5,7,1,1650,0,0,1,0
9213.5,6.864,95460,1,1,10,0,11350,0,0,0,1
109.5,2.794,4730,0,1,10,0,11350,0,0,0,1
195,2.73,5100,1,4,8,1,800,0,1,0,0
9150,5.85,94395,0,1,6,0,2000,0,0,0,1
4645,4.373,49390,0,4,7,1,1300,0,0,1,0
4590.5,3.342,48950,0,4,7,1,1300,0,0,1,0
13678.5,7.938,140860,1,3,7,1,1100,0,1,0,0
4748,6.907,53285,1,2,10,1,11000,0,0,1,0
13681,8.28,141255,0,5,8,1,650,0,1,0,0
7602,4.991,78890,0,5,8,1,650,1,0,0,0
4614.5,4.014,49525,1,3,7,1,1100,0,1,0,0
3173,4.248,34865,0,2,8,0,900,1,0,0,0
13736,8.587,141610,1,3,10,1,12000,0,0,1,0
212.5,4.024,6940,1,2,10,0,11000,0,0,0,1
9205,6.343,95440,0,2,6,0,2700,0,0,0,1
3057,2.064,33250,0,4,8,1,800,1,0,0,0
10659,7.019,109455,0,1,6,0,2000,0,0,0,1
6166.5,5.62,65270,1,5,9,0,450,0,1,0,0
7692,6.103,80145,1,4,10,0,12000,0,0,0,1
12183.5,7.398,125360,1,4,7,0,1300,0,0,0,1
4732,5.86,51510,1,5,9,0,450,0,1,0,0
10681.5,6.979,110650,0,2,8,1,900,0,1,0,0
4652,5.062,50185,1,2,8,0,900,0,1,0,0
6266.5,6.232,67475,1,3,9,0,550,0,1,0,0
13736.5,9.872,142260,1,2,9,0,400,0,1,0,0
10683.5,7.479,110335,1,1,10,0,11350,0,0,0,1
15246.5,9.271,157145,0,1,7,1,1650,0,0,1,0
10663,7.168,110695,1,1,8,0,850,0,1,0,0
3137,3.588,34070,1,2,7,1,1200,0,1,0,0
1687,4.403,20655,0,4,9,1,260,1,0,0,0
1632.5,3.017,19385,0,1,8,0,850,1,0,0,0
1702.5,4.085,20550,1,3,9,1,550,0,1,0,0
3222,4.366,36290,1,1,9,1,650,0,1,0,0
7693,6.505,79920,1,1,8,1,850,0,1,0,0
12172,7.019,125140,0,1,10,0,11350,0,0,0,1
153,2.49,3470,1,1,6,0,2000,0,0,0,1
10667,6.921,109470,0,2,7,1,1200,0,1,0,0
6205.5,5.917,66575,0,5,10,1,11400,0,0,1,0
12149.5,5.955,124105,0,4,10,0,12000,0,0,0,1
15202,8.949,156695,1,2,9,1,400,0,1,0,0
1748.5,4.998,21470,1,2,7,1,1200,0,1,0,0
13664.5,6.966,138370,0,3,6,0,2200,0,0,0,1
6157.5,4.656,65650,1,1,7,1,1650,0,0,1,0
1655,3.804,20100,0,4,7,0,1300,0,0,0,1
6204,6.228,65895,1,5,9,1,450,0,1,0,0
12120.5,6.218,124640,1,5,7,0,1650,0,0,0,1
12114,6.32,124150,1,4,7,1,1300,0,0,1,0
12127,6.208,124375,0,3,6,0,2200,0,0,0,1
9174.5,5.793,94000,0,4,10,1,12000,0,0,1,0
4662,4.961,49525,0,3,10,0,12000,0,0,0,1
3194,4.41,35690,0,1,7,1,1650,0,0,1,0
245,4.075,6775,1,3,8,0,1100,0,1,0,0
3103,3.386,33965,0,4,10,1,12000,0,0,1,0
4596,3.481,48900,0,5,6,0,2200,0,0,0,1
4705,5.866,51925,1,5,9,1,450,0,1,0,0
15167.5,7.655,154755,0,2,8,1,900,0,1,0,0
10646,6.313,108105,0,3,9,1,550,0,1,0,0
1572.5,3.234,17915,0,3,7,1,1100,1,0,0,0
13632.5,7.682,139510,0,1,8,0,850,0,1,0,0
9201.5,6.617,95540,0,2,8,0,900,0,1,0,0
1601.5,3.629,19040,0,3,9,1,550,1,0,0,0
13656,7.594,139795,1,5,8,0,650,0,1,0,0
15229.5,8.672,156500,1,5,6,1,2200,0,0,1,0
13684.5,7.803,141430,1,5,7,0,1650,0,0,0,1
9115,5.41,94195,0,1,8,1,850,0,1,0,0
7614,5.144,78950,0,1,7,0,1650,0,0,0,1
10620.5,6.316,108430,0,3,6,1,2200,0,0,1,0
7732.5,6.793,81110,1,3,8,1,1100,0,1,0,0
135.5,1.973,3875,0,3,10,0,12000,0,0,0,1
3081,2.463,32800,0,2,8,0,900,1,0,0,0
1705,4.319,20155,0,4,9,1,260,1,0,0,0
9124.5,5.343,95175,1,2,8,0,900,0,1,0,0
7661,5.712,79055,0,4,10,0,12000,0,0,0,1
6197,5.258,65205,1,2,6,1,2700,0,0,1,0
1705.5,4.578,21170,1,4,7,0,1300,0,0,0,1
7660,5.333,79140,0,3,7,0,1100,0,1,0,0
7673,6.35,80005,0,2,7,0,1200,0,1,0,0
12130.5,6.343,124870,1,4,10,0,12000,0,0,0,1
12154.5,7.009,125280,1,2,10,0,11000,0,0,0,1
138.5,2.757,4490,0,5,10,0,11400,0,0,0,1
3136,3.537,35085,0,2,9,1,400,1,0,0,0
12136.5,6.604,124095,1,5,7,1,1650,0,0,1,0
10733.5,7.286,111730,1,2,7,1,1200,0,1,0,0
9132,5.461,93810,0,4,8,1,800,0,1,0,0
123,2.892,5110,0,1,9,1,650,1,0,0,0
12203.5,8.327,126785,1,3,9,1,550,0,1,0,0
9119,5.072,94900,1,3,7,1,1100,0,1,0,0
6230,6.188,66915,0,3,10,1,12000,0,0,1,0
4658,4.917,49895,1,2,7,1,1200,0,1,0,0
4676.5,5.167,49635,1,4,7,0,1300,0,0,0,1
6119,3.886,62770,1,4,8,0,800,0,1,0,0
6186.5,5.707,66960,1,2,6,0,2700,0,0,0,1
9139.5,6.069,95890,0,5,7,1,1650,0,0,1,0
6129,4.555,65265,0,3,10,0,12000,0,0,0,1
13656.5,8.185,140215,1,2,6,0,2700,0,0,0,1
10597,5.958,108320,0,2,8,0,900,0,1,0,0
1759,5.268,22545,1,1,7,0,1650,0,0,0,1
7598.5,4.714,78500,0,1,9,1,650,1,0,0,0
13731.5,8.858,141800,1,3,9,0,550,0,1,0,0
12163.5,6.925,124775,0,5,9,1,450,0,1,0,0
10721.5,6.992,111160,1,5,10,0,11400,0,0,0,1
127.5,1.997,2985,0,3,10,1,12000,0,0,1,0
1687.5,4.139,20215,1,5,6,0,2200,0,0,0,1
9181.5,6.123,95245,0,1,9,0,650,0,1,0,0
9080.5,4.545,93545,0,5,10,1,11400,0,0,1,0
1698.5,4.72,21285,1,4,9,0,260,0,1,0,0
168,3.304,5340,1,5,10,0,11400,0,0,0,1
4631.5,4.319,49955,0,2,8,0,900,1,0,0,0
15078,6.813,153615,0,5,8,0,650,0,1,0,0
9204,6.965,96300,1,4,10,0,12000,0,0,0,1
13694,8.679,140325,1,1,10,0,11350,0,0,0,1
7580,4.319,77675,0,4,9,0,260,1,0,0,0
3145,4.004,35700,0,2,8,1,900,1,0,0,0
4659,4.744,49860,0,3,6,1,2200,0,0,1,0
10718.5,7.222,111325,1,5,8,0,650,0,1,0,0
12074.5,5.529,122850,0,4,9,1,260,0,1,0,0
4634.5,3.842,48865,0,4,6,1,2500,0,0,1,0
1699,4.339,20265,0,1,9,1,650,1,0,0,0
9170.5,5.681,94745,1,1,6,1,2000,0,0,1,0
13693.5,8.266,141235,1,1,7,0,1650,0,0,0,1
1593.5,3.108,18940,0,2,6,1,2700,0,0,1,0
3138,3.142,35170,1,4,10,0,12000,0,0,0,1
10736.5,8.456,112550,1,3,9,1,550,0,1,0,0
6167.5,5.194,64710,0,5,6,0,2200,0,0,0,1
7734.5,7.09,81910,1,5,10,1,11400,0,0,1,0
4642.5,4.862,49530,0,4,7,1,1300,0,0,1,0
9200.5,5.836,95270,1,3,9,1,550,0,1,0,0
1666,3.831,20125,1,4,10,0,12000,0,0,0,1
12247.5,7.594,127180,1,5,9,0,450,0,1,0,0
6123,3.673,63810,1,5,9,1,450,0,1,0,0
10746,7.367,112080,1,2,9,1,400,0,1,0,0
10687,7.225,110475,0,3,10,1,12000,0,0,1,0
10738.5,7.634,112060,1,3,7,0,1100,0,1,0,0
3093.5,3.183,34140,0,3,9,0,550,1,0,0,0
4625,4.021,49530,1,5,6,0,2200,0,0,0,1
1651,3.625,20420,1,4,8,1,800,0,1,0,0
6107.5,3.673,63910,1,1,6,1,2000,0,0,1,0
13676.5,7.75,140090,0,2,8,0,900,0,1,0,0
1638.5,3.48,19785,0,2,6,1,2700,0,0,1,0
9098,4.633,94245,0,4,9,1,260,0,1,0,0
6226.5,4.829,65945,1,2,9,0,400,0,1,0,0
6149.5,4.258,64050,0,1,7,0,1650,0,0,0,1
6121.5,4.518,65175,0,4,8,1,800,1,0,0,0
1601.5,2.48,17800,0,5,9,1,450,1,0,0,0
13645,7.547,140030,1,2,7,1,1200,0,1,0,0
3127,3.23,33770,1,5,9,0,450,0,1,0,0
1625,3.707,18830,0,3,6,1,2200,0,0,1,0
4627.5,4.068,49500,0,4,10,0,12000,0,0,0,1
10633,6.343,109375,1,1,6,1,2000,0,0,1,0
13690.5,8.56,140985,1,3,8,0,1100,0,1,0,0
1703.5,5.045,21105,1,5,9,0,450,0,1,0,0
13648.5,8.277,140905,0,1,9,1,650,0,1,0,0
3158.5,4.108,35655,0,4,6,1,2500,0,0,1,0
4615.5,4.231,49405,0,5,10,1,11400,0,0,1,0
173.5,3.96,6665,1,3,10,0,12000,0,0,0,1
10705.5,7.604,110810,0,2,7,1,1200,0,1,0,0
15103.5,6.715,154135,1,3,6,1,2200,0,0,1,0
12153.5,6.802,126005,1,2,7,0,1200,0,1,0,0
12143.5,6.57,124480,0,3,8,0,1100,0,1,0,0
9141.5,5.191,94155,0,3,7,1,1100,0,1,0,0
4583,3.457,47750,0,2,10,1,11000,0,0,1,0
3154.5,4.004,36145,1,3,6,0,2200,0,0,0,1
6114.5,4.43,63770,1,1,10,1,11350,0,0,1,0
7649.5,5.252,78855,1,1,7,0,1650,0,0,0,1
10668,6.354,109250,0,5,6,1,2200,0,0,1,0
4669,5.413,52170,1,3,10,1,12000,0,0,1,0
7607.5,5.109,79300,0,1,9,0,650,1,0,0,0
10639.5,6.482,108725,0,3,8,0,1100,0,1,0,0
1684.5,3.467,19555,0,1,8,1,850,1,0,0,0
13707,9.254,141765,0,1,6,1,2000,0,0,1,0
4632,4.839,49725,1,5,6,1,2200,0,0,1,0
